@RELATION IrisGeometicFeatures_TrainingSet

@ATTRIBUTE 1	REAL
@ATTRIBUTE 2	REAL
@ATTRIBUTE 3	REAL
@ATTRIBUTE 4	REAL
@ATTRIBUTE 5	REAL
@ATTRIBUTE class	{1,2,3}

@DATA
7,0,7,35968.0943,2.14,1
7,0,7,36643.5367,2.25,1
2,10,8,47529.1553,2.617,1
3,3,0,40114.9966,2.6905,1
3,7,4,41547.5628,2.5556,1
0,7,7,36643.5367,2.7,1
3,7,4,39408.1382,2.9474,1
0,7,7,39408.1382,2.9474,1
2,5,3,39408.1382,2.6667,1
3,3,0,36643.5367,2.8421,1
5,8,3,40114.9966,2.1731,1
5,5,0,43743.5361,2.2692,1
7,3,4,43743.5361,2.7442,1
7,3,4,43005.2618,2.6,1
2,3,1,40114.9966,2.1321,1
3,7,4,40114.9966,2.0545,1
5,2,3,40114.9966,2.5111,1
2,3,1,40114.9966,2.4043,1
2,5,3,36643.5367,2.5116,1
0,5,5,36643.5367,2.7,1
3,5,2,35968.0943,2.4884,1
3,5,2,35968.0943,2.3778,1
2,3,1,35968.0943,2.8158,1
3,3,0,35968.0943,2.8919,1
2,5,3,36643.5367,2.8421,1
3,5,2,34636.059,2.625,1
2,5,3,41547.5628,2.6744,1
0,3,3,36643.5367,2.7,1
2,7,5,38013.2711,2.973,1
2,5,3,36643.5367,3.0857,1
3,5,2,36643.5367,2.5116,1
3,5,2,34636.059,2.5,1
2,3,1,35968.0943,3.0571,1
2,5,3,34636.059,3.1818,1
5,5,0,36643.5367,1.8947,1
3,0,3,39408.1382,1.6716,1
2,7,5,38013.2711,1.8966,1
2,3,1,39408.1382,1.931,1
2,3,1,35968.0943,2.0189,1
0,3,3,38013.2711,1.8966,1
8,3,5,35968.0943,2.2292,1
3,0,3,38013.2711,2.0755,1
2,8,6,43743.5361,2.0702,1
0,2,2,39408.1382,2.0364,1
3,5,2,43743.5361,2.5106,1
3,3,0,43743.5361,2.36,1
5,0,5,39408.1382,2.0364,1
3,3,0,38013.2711,2.1154,1
2,5,3,43005.2618,2.6,1
0,5,5,43005.2618,2.4894,1
3,7,4,43005.2618,2.0526,1
3,7,4,41547.5628,2.1698,1
3,8,5,43005.2618,2.2075,1
5,7,2,40114.9966,2.4043,1
0,3,3,36643.5367,1.8947,1
0,5,5,39408.1382,2.24,1
2,5,3,39408.1382,2.24,1
0,5,5,36643.5367,2.4,1
2,3,1,31415.9265,1.8868,1
0,5,5,35968.0943,1.8448,1
7,7,0,34636.059,1.9811,1
3,7,4,34636.059,2.1,1
3,5,2,30171.8558,1.96,1
2,7,5,33329.1565,1.9434,1
5,3,2,32685.13,1.9615,1
2,3,1,33329.1565,1.9434,1
2,3,1,40114.9966,2.3542,1
3,2,1,40114.9966,2.4043,1
6,0,6,43005.2618,2.2075,1
2,3,1,40114.9966,2.1321,1
3,2,1,38013.2711,2.1154,1
2,5,3,38013.2711,2.5581,1
3,5,2,36643.5367,2.5116,1
3,5,2,38013.2711,2.5581,1
2,3,1,35968.0943,1.9455,1
5,3,2,35968.0943,2.0189,1
3,7,4,36643.5367,2.25,1
2,5,3,39408.1382,2.3333,1
7,3,4,35968.0943,2.14,1
5,3,2,35968.0943,2.4884,1
7,3,4,34636.059,2.3333,1
8,7,1,35968.0943,2.4884,1
2,3,1,43005.2618,2.34,1
5,3,2,40114.9966,2.1731,1
5,2,3,40114.9966,2.825,1
3,2,1,40114.9966,2.6279,1
3,5,2,39408.1382,2.1132,1
5,2,3,39408.1382,2.1132,1
2,2,0,39408.1382,2.4889,1
3,3,0,43005.2618,2.4894,1
0,3,3,39408.1382,2.3333,1
0,2,2,34636.059,2.0192,1
3,3,0,36643.5367,2.7,1
2,3,1,36643.5367,2.5116,1
3,2,1,38013.2711,3.1429,1
0,0,0,36643.5367,2.5116,1
0,0,0,35968.0943,2.8919,1
5,2,3,40114.9966,2.9737,1
3,5,2,43743.5361,2.0702,1
2,3,1,43743.5361,2.0702,1
7,5,2,43005.2618,2.6,1
5,7,2,43005.2618,2.7857,1
0,2,2,43743.5361,2.0702,1
2,3,1,43005.2618,2.0526,1
3,5,2,38013.2711,2.5581,1
2,3,1,40114.9966,2.4043,1
0,5,5,41547.5628,1.9167,1
5,3,2,39408.1382,1.8667,1
3,5,2,40114.9966,1.9483,1
2,7,5,40114.9966,2.1731,1
2,2,0,39408.1382,2.1132,1
4,3,1,39408.1382,1.8667,1
3,5,2,36643.5367,2.0769,1
0,3,3,39408.1382,2.1538,1
3,3,0,38013.2711,2,1
2,0,2,36643.5367,2.0377,1
2,3,1,38013.2711,2.8947,1
3,5,2,36643.5367,2.7,1
3,0,3,38013.2711,2.1154,1
3,2,1,38013.2711,1.9298,1
2,2,0,36643.5367,2.5714,1
0,3,3,34636.059,2.7632,1
2,8,6,40114.9966,2.6905,1
3,7,4,38013.2711,2.973,1
3,7,4,41547.5628,3.0263,1
3,7,4,40114.9966,2.9737,1
2,3,1,36643.5367,2.5714,1
3,3,0,36643.5367,2.9189,1
2,3,1,38013.2711,2.75,1
0,5,5,36643.5367,2.8421,1
3,7,4,39408.1382,2.9474,1
3,5,2,39408.1382,2.6047,1
3,7,4,38013.2711,3.1429,1
5,5,0,38013.2711,2.973,1
5,3,2,33329.1565,3.1212,1
5,3,2,35968.0943,2.8919,1
3,3,0,33329.1565,3.1212,1
5,3,2,34636.059,3.2813,1
3,8,5,36643.5367,2.5116,1
5,8,3,35968.0943,2.8158,1
2,5,3,33329.1565,2.7838,1
2,8,6,40114.9966,2.825,1
7,3,4,32685.13,2.4286,1
5,2,3,35968.0943,2.675,1
5,2,3,31415.9265,2.5,1
7,2,5,33329.1565,2.7838,1
0,7,7,41547.5628,2.7381,1
2,7,5,41547.5628,3.1081,1
2,8,6,40114.9966,3.4242,1
0,10,10,40114.9966,3.4242,1
0,2,2,39408.1382,2.8,1
2,5,3,39408.1382,2.6667,1
2,3,1,39408.1382,3.027,1
0,3,3,39408.1382,3.3939,1
3,10,7,43743.5361,2.7442,1
5,5,0,40114.9966,3.0541,1
2,5,3,40114.9966,3.4242,1
3,5,2,40114.9966,3.0541,1
3,2,1,35968.0943,3.0571,1
2,0,2,35968.0943,3.3438,1
2,2,0,38013.2711,3.3333,1
2,0,2,36643.5367,3.375,1
0,3,3,40114.9966,1.7937,1
2,2,0,43005.2618,2.4894,1
2,0,2,41547.5628,2.0909,1
2,3,1,43005.2618,2.2075,1
0,2,2,40114.9966,2.1321,1
2,2,0,39408.1382,2.4889,1
2,2,0,41547.5628,2.1698,1
2,0,2,40114.9966,1.8833,1
5,5,0,40114.9966,1.9483,1
0,5,5,38013.2711,2.2,1
5,7,2,36643.5367,2.2979,1
3,7,4,38013.2711,2.3404,1
0,7,7,39408.1382,2.24,1
2,5,3,40114.9966,2.1321,1
0,5,5,39408.1382,2.1538,1
2,5,3,38013.2711,2.2917,1
5,3,2,34636.059,2.3333,1
5,2,3,35968.0943,2.4884,1
5,3,2,34636.059,2.3333,1
3,3,0,34636.059,2.5,1
5,2,3,31415.9265,2.7027,1
7,2,5,32685.13,2.4286,1
3,2,1,33329.1565,2.575,1
5,2,3,35968.0943,2.8919,1
8,5,3,43005.2618,2.0172,1
3,2,1,41547.5628,1.8548,1
10,5,5,43743.5361,1.6389,1
7,3,4,40114.9966,1.6143,1
5,3,2,40114.9966,2.1321,1
3,5,2,45238.9342,2.1818,1
2,3,1,39408.1382,1.6716,1
10,2,8,38013.2711,1.6176,1
3,3,0,41547.5628,2.1698,1
2,3,1,40114.9966,2.26,1
2,3,1,41547.5628,2.3,1
2,5,3,41547.5628,2.3,1
7,3,4,40114.9966,2.1731,1
5,3,2,38013.2711,2.3404,1
7,5,2,39408.1382,2.3333,1
5,3,2,39408.1382,2.1132,1
3,5,2,36643.5367,3.375,1
3,5,2,36643.5367,3.375,1
3,5,2,38013.2711,3.4375,1
2,3,1,39408.1382,3.5,1
7,2,5,35968.0943,3.3438,1
5,3,2,36643.5367,3.375,1
5,3,2,36643.5367,3.2727,1
5,3,2,35968.0943,3.3438,1
5,3,2,41547.5628,3.0263,1
5,5,0,38013.2711,2.973,1
3,5,2,36643.5367,2.8421,1
5,3,2,38013.2711,2.8947,1
2,3,1,35968.0943,2.8158,1
2,5,3,39408.1382,2.9474,1
5,3,2,39408.1382,2.9474,1
2,3,1,35968.0943,3.0571,1
5,10,5,43005.2618,3.3429,1
5,10,5,43005.2618,3.3429,1
3,10,7,41547.5628,3.4848,1
3,10,7,43005.2618,3.5455,1
3,5,2,36643.5367,2.9189,1
3,5,2,39408.1382,3.2,1
7,5,2,38013.2711,2.973,1
3,7,4,36643.5367,3.2727,1
2,7,5,35968.0943,2.2292,1
2,5,3,33329.1565,2.2889,1
0,5,5,35968.0943,2.2766,1
2,5,3,35968.0943,2.2766,1
2,2,0,33329.1565,2.1915,1
2,3,1,34636.059,2.234,1
2,3,1,34636.059,2.1875,1
2,3,1,34636.059,2.3333,1
3,7,4,33329.1565,2.2889,1
0,7,7,33329.1565,2.3953,1
2,7,5,35968.0943,2.2292,1
2,7,5,35968.0943,2.4884,1
3,7,4,34636.059,2.5,1
3,7,4,38013.2711,2.3404,1
5,7,2,35968.0943,2.2292,1
5,7,2,38013.2711,2.5581,1
5,5,0,33329.1565,2.9429,1
3,5,2,32685.13,3.1875,1
3,5,2,32685.13,3.1875,1
3,7,4,32685.13,3.6429,1
3,2,1,32685.13,2.7568,1
5,3,2,31415.9265,3.3333,1
3,3,0,32685.13,2.9143,1
3,2,1,33329.1565,3.1212,1
0,3,3,39408.1382,3.3939,1
2,3,1,40114.9966,3.0541,1
3,3,0,38013.2711,2.75,1
2,3,1,39408.1382,3.2,1
0,2,2,40114.9966,2.6279,1
3,2,1,39408.1382,3.027,1
5,2,3,39408.1382,2.9474,1
5,3,2,39408.1382,2.6667,1
0,7,7,38013.2711,2.1154,1
2,7,5,35968.0943,2.2766,1
0,5,5,35968.0943,2.3778,1
2,7,5,35968.0943,2.4884,1
2,3,1,33329.1565,2.4524,1
0,3,3,34636.059,2.4419,1
2,3,1,34636.059,2.7632,1
2,3,1,34636.059,2.625,1
3,3,0,36643.5367,2.4,2
2,3,1,36643.5367,2.4,2
2,0,2,39408.1382,2.0364,2
2,2,0,38013.2711,2.1154,2
2,2,0,34636.059,2.5,2
3,0,3,35968.0943,2.5476,2
3,3,0,36643.5367,2.0377,2
5,0,5,38013.2711,2.2,2
0,5,5,41547.5628,2.7381,2
3,5,2,43743.5361,2.5106,2
0,3,3,40114.9966,2.3542,2
2,5,3,41547.5628,2.2115,2
3,3,0,43005.2618,3.0789,2
2,3,1,43005.2618,2.7857,2
0,3,3,43005.2618,2.34,2
0,3,3,41547.5628,2.3958,2
3,7,4,39408.1382,3.5,2
5,5,0,40114.9966,3.0541,2
3,5,2,40114.9966,2.825,2
3,5,2,38013.2711,2.619,2
5,0,5,35968.0943,3.3438,2
7,2,5,36643.5367,3.375,2
5,2,3,38013.2711,2.619,2
5,0,5,39408.1382,2.8,2
2,0,2,33329.1565,3.1212,2
2,0,2,39408.1382,2.9474,2
0,3,3,34636.059,3.1818,2
0,3,3,38013.2711,3.3333,2
0,0,0,38013.2711,3.1429,2
0,5,5,38013.2711,2.75,2
2,0,2,31415.9265,3.0303,2
3,3,0,33329.1565,3.2188,2
5,5,0,41547.5628,3.0263,2
5,3,2,39408.1382,2.8,2
3,3,0,39408.1382,3.027,2
5,5,0,40114.9966,2.825,2
3,2,1,36643.5367,2.5714,2
5,3,2,34636.059,2.7632,2
5,2,3,39408.1382,2.6667,2
2,5,3,36643.5367,2.7,2
3,3,0,43743.5361,2.2692,2
2,3,1,43005.2618,2.4894,2
3,3,0,43743.5361,2.4583,2
3,3,0,43743.5361,2.7442,2
8,0,8,43743.5361,2.4583,2
2,2,0,40114.9966,2.3542,2
3,2,1,41547.5628,2.6744,2
2,2,0,40114.9966,2.9737,2
7,5,2,39408.1382,2.6047,2
8,5,3,39408.1382,2.6047,2
10,5,5,39408.1382,2.8,2
8,3,5,39408.1382,2.6667,2
8,3,5,40114.9966,2.3542,2
5,3,2,40114.9966,2.5111,2
7,3,4,39408.1382,2.6047,2
7,3,4,38013.2711,2.75,2
7,2,5,38013.2711,2.75,2
5,3,2,38013.2711,2.75,2
7,3,4,39408.1382,2.6667,2
5,2,3,43743.5361,2.8095,2
5,0,5,36643.5367,2.5714,2
3,0,3,38013.2711,2.8947,2
3,0,3,35968.0943,2.675,2
2,0,2,39408.1382,2.6667,2
3,3,0,38013.2711,2.75,2
5,7,2,39408.1382,2.8,2
5,8,3,36643.5367,2.9189,2
5,10,5,38013.2711,2.8947,2
10,5,5,35968.0943,2.8158,2
8,5,3,35968.0943,2.8158,2
3,2,1,35968.0943,3.2424,2
2,3,1,35968.0943,3.2424,2
3,2,1,35968.0943,2.0189,2
5,2,3,36643.5367,2.0769,2
3,3,0,39408.1382,2.24,2
2,2,0,38013.2711,2.2917,2
3,2,1,35968.0943,2.0189,2
5,2,3,36643.5367,2.25,2
2,3,1,36643.5367,2.0377,2
5,2,3,41547.5628,2.0909,2
3,3,0,36643.5367,3.375,2
3,5,2,38013.2711,3.6667,2
5,5,0,39408.1382,3.5,2
5,3,2,38013.2711,3.4375,2
3,2,1,41547.5628,3.4848,2
5,2,3,41547.5628,3.4848,2
5,2,3,34636.059,3.2813,2
2,2,0,39408.1382,2.9474,2
3,8,5,39408.1382,3.2,2
2,10,8,41547.5628,3.2857,2
7,7,0,39408.1382,2.9474,2
2,5,3,41547.5628,2.875,2
2,5,3,40114.9966,3.2286,2
5,7,2,40114.9966,3.4242,2
3,5,2,38013.2711,3.1429,2
3,2,1,36643.5367,2.7,2
3,7,4,47529.1553,2.7333,2
3,7,4,47529.1553,2.9286,2
2,5,3,46759.4651,2.5417,2
2,7,5,45238.9342,2.5,2
0,3,3,45238.9342,2.4,2
2,5,3,45238.9342,2.8571,2
0,3,3,43743.5361,2.2692,2
0,3,3,41547.5628,2.5556,2
2,3,1,47529.1553,1.8358,2
3,3,0,46759.4651,1.8769,2
3,3,0,43743.5361,1.9667,2
2,2,0,41547.5628,1.8254,2
0,7,7,40114.9966,1.7937,2
3,0,3,43005.2618,1.8871,2
7,0,7,40114.9966,2.0545,2
7,2,5,39408.1382,1.8667,2
3,2,1,39408.1382,1.8065,2
5,2,3,43005.2618,1.8871,2
5,3,2,39408.1382,1.931,2
5,3,2,40114.9966,1.9483,2
5,2,3,39408.1382,2.0364,2
3,3,0,36643.5367,1.9636,2
3,2,1,36643.5367,2.0377,2
2,0,2,35968.0943,2.0577,2
5,3,2,39408.1382,2.4889,2
5,3,2,41547.5628,2.5556,2
7,3,4,35968.0943,2.8919,2
7,3,4,39408.1382,2.8,2
8,2,6,38013.2711,2.4444,2
7,3,4,35968.0943,2.3778,2
7,3,4,35968.0943,2.8158,2
5,2,3,38013.2711,2.619,2
10,2,8,35968.0943,2.4884,2
7,3,4,38013.2711,2.5581,2
5,5,0,36643.5367,2.5116,2
5,5,0,38013.2711,2.5581,2
8,2,6,34636.059,2.4419,2
7,3,4,34636.059,2.4419,2
8,3,5,34636.059,2.4419,2
7,3,4,34636.059,2.3333,2
3,3,0,33329.1565,2.7105,2
5,5,0,33329.1565,2.7838,2
8,3,5,34636.059,2.4419,2
2,7,5,36643.5367,2.8421,2
3,2,1,34636.059,2.5,2
2,2,0,32685.13,2.7568,2
2,3,1,33329.1565,2.7105,2
0,0,0,33329.1565,2.7838,2
2,5,3,39408.1382,2.8,2
7,0,7,38013.2711,2.8947,2
8,3,5,36643.5367,2.8421,2
5,3,2,39408.1382,2.8,2
2,2,0,36643.5367,2.9189,2
5,2,3,38013.2711,2.973,2
5,0,5,35968.0943,3.0571,2
3,2,1,39408.1382,3.027,2
3,5,2,43005.2618,3.5455,2
2,7,5,43005.2618,3.3429,2
2,2,0,34636.059,2.625,2
3,5,2,40114.9966,2.9737,2
3,2,1,40114.9966,3.0541,2
5,3,2,36643.5367,2.5714,2
0,5,5,36643.5367,2.4,2
0,2,2,36643.5367,2.5116,2
3,5,2,36643.5367,2.4,2
0,7,7,36643.5367,2.5116,2
2,7,5,39408.1382,2.3333,2
2,5,3,40114.9966,2.5111,2
3,3,0,35968.0943,2.2292,2
3,3,0,38013.2711,2.1154,2
3,5,2,35968.0943,3.2424,2
2,5,3,40114.9966,2.1321,2
0,6,6,38013.2711,1.9298,2
3,2,1,38013.2711,2,2
3,7,4,38013.2711,2.8947,2
2,5,3,39408.1382,2.6667,2
10,0,10,38013.2711,1.9298,2
8,5,3,39408.1382,2.24,2
7,5,2,36643.5367,2.8421,2
5,5,0,36643.5367,2.5714,2
3,7,4,38013.2711,3.4375,2
3,5,2,39408.1382,3.5,2
3,7,4,38013.2711,4.0741,2
2,7,5,40114.9966,3.7667,2
5,2,3,39408.1382,2.9474,2
3,5,2,39408.1382,3.2,2
5,5,0,35968.0943,3.2424,2
2,3,1,36643.5367,3.375,2
5,5,0,38013.2711,2.2,2
3,5,2,34636.059,2.3333,2
3,3,0,36643.5367,2.5116,2
2,5,3,34636.059,2.625,2
0,5,5,35968.0943,2.0577,2
2,2,0,35968.0943,2.2292,2
2,0,2,34636.059,2.1875,2
0,0,0,34636.059,2.1,2
2,2,0,45238.9342,2.1818,2
2,5,3,43743.5361,2.4583,2
3,5,2,43005.2618,2.7857,2
3,3,0,43743.5361,2.6222,2
2,2,0,41547.5628,2.2115,2
3,2,1,40114.9966,2.3542,2
5,5,0,43005.2618,2.4894,2
3,3,0,36643.5367,2.5714,2
3,3,0,41547.5628,2.5556,2
0,3,3,40114.9966,2.6905,2
0,3,3,41547.5628,2.2115,2
0,5,5,39408.1382,2.6047,2
2,2,0,39408.1382,2.4889,2
3,3,0,36643.5367,2.7,2
3,0,3,35968.0943,2.0577,2
2,3,1,36643.5367,2.25,2
5,3,2,45238.9342,2.1818,2
5,3,2,46759.4651,2.44,2
3,3,0,43005.2618,2.7209,2
3,3,0,43743.5361,2.7442,2
0,3,3,45238.9342,1.9355,2
3,3,0,41547.5628,1.9828,2
3,2,1,40114.9966,2.4043,2
2,2,0,40114.9966,2.4043,2
2,3,1,43005.2618,2.4375,2
7,3,4,38013.2711,2.4444,2
7,5,2,40114.9966,2.5111,2
2,2,0,41547.5628,2.3958,2
7,3,4,36643.5367,2.5714,2
8,2,6,38013.2711,2.4444,2
5,3,2,34636.059,2.5,2
5,3,2,35968.0943,2.5476,2
8,5,3,41547.5628,3.0263,2
2,2,0,43005.2618,3.5455,2
0,5,5,38013.2711,2.8947,2
2,2,0,36643.5367,2.5714,2
2,0,2,40114.9966,3.0541,2
2,0,2,39408.1382,3.027,2
2,0,2,41547.5628,3.0263,2
4,2,2,35968.0943,2.8919,2
8,5,3,39408.1382,2.9474,2
7,7,0,41547.5628,2.875,2
6,2,4,38013.2711,2.5581,2
7,5,2,40114.9966,2.6279,2
3,2,1,36643.5367,2.5116,2
5,2,3,36643.5367,2.9189,2
4,2,2,35968.0943,2.8158,2
3,2,1,38013.2711,2.4444,2
2,5,3,36643.5367,2.7,2
3,5,2,38013.2711,2.8947,2
3,7,4,35968.0943,3.0571,2
3,5,2,36643.5367,3.2727,2
3,0,3,33329.1565,2.7838,2
2,2,0,33329.1565,2.9429,2
3,2,1,33329.1565,2.7838,2
3,2,1,32685.13,3.1875,2
2,2,0,36643.5367,2.5116,2
3,3,0,39408.1382,2.6047,2
2,5,3,38013.2711,2.1154,2
0,2,2,36643.5367,2.25,2
0,2,2,34636.059,2.4419,2
0,3,3,39408.1382,2.6047,2
2,2,0,39408.1382,2.8,2
0,2,2,36643.5367,2.2979,2
2,0,2,34636.059,3.2813,2
0,3,3,36643.5367,4,2
0,2,2,33329.1565,3.2188,2
3,0,3,35968.0943,3.0571,2
0,3,3,32685.13,3.0909,2
5,3,2,33329.1565,2.7838,2
3,5,2,34636.059,3.5,2
2,3,1,32685.13,3.0909,2
5,7,2,43005.2618,3.6563,2
3,7,4,43005.2618,3.1622,2
5,7,2,40114.9966,3.0541,2
5,8,3,41547.5628,3.1081,2
7,3,4,41547.5628,3.8333,2
7,3,4,41547.5628,3.0263,2
5,3,2,41547.5628,2.6744,2
5,3,2,40114.9966,2.9737,2
0,8,8,40114.9966,3.2286,2
2,8,6,38013.2711,3.4375,2
2,7,5,40114.9966,2.9737,2
2,7,5,38013.2711,2.973,2
5,7,2,34636.059,3.2813,2
3,3,0,35968.0943,3.2424,2
3,3,0,34636.059,3.2813,2
5,5,0,34636.059,3.2813,2
8,5,3,40114.9966,2.26,2
2,5,3,40114.9966,2.26,2
3,5,2,43005.2618,2.6,2
7,7,0,41547.5628,2.4468,2
7,3,4,39408.1382,2.0364,2
3,2,1,39408.1382,2.0364,2
3,2,1,36643.5367,2.16,2
2,3,1,38013.2711,2.2917,2
2,10,8,43005.2618,2.6,2
0,5,5,35968.0943,2.4884,2
3,10,7,39408.1382,2.24,2
2,8,6,38013.2711,2.2917,2
2,7,5,39408.1382,1.9649,2
5,7,2,38013.2711,2.2,2
5,7,2,38013.2711,2.4444,2
5,7,2,38013.2711,1.9298,2
2,5,3,34636.059,2.1875,2
0,3,3,36643.5367,2.0769,2
0,7,7,35968.0943,2.8158,2
2,5,3,36643.5367,2.8421,2
2,2,0,32685.13,2.2667,2
2,2,0,33329.1565,2.3953,2
2,2,0,34636.059,2.625,2
2,0,2,35968.0943,2.8919,2
2,5,3,45238.9342,3.1579,2
5,5,0,39408.1382,3.3939,2
2,5,3,36643.5367,2.8421,2
3,5,2,43005.2618,2.7209,2
2,0,2,43005.2618,3.0789,2
5,3,2,41547.5628,3.0263,2
5,0,5,41547.5628,3.0263,2
5,2,3,41547.5628,3.0263,2
5,5,0,40114.9966,4.0357,2
7,5,2,40114.9966,3.0541,2
2,3,1,39408.1382,3.3939,2
2,5,3,38013.2711,3.4375,2
3,0,3,36643.5367,4.32,2
8,2,6,36643.5367,3.8571,2
3,2,1,39408.1382,4.1481,2
8,2,6,36643.5367,3.6,2
2,5,3,34636.059,3.75,2
0,7,7,33979.4661,3.7143,2
0,3,3,32685.13,3.0909,2
2,5,3,34636.059,3.5,2
5,5,0,33329.1565,3.9615,2
4,6,2,32685.13,4.25,2
3,5,2,32685.13,3.6429,2
4,6,2,34636.059,4.2,2
3,3,0,36643.5367,2.9189,2
3,2,1,40114.9966,2.9737,2
8,2,6,39408.1382,2.24,2
0,3,3,38013.2711,2.2917,2
2,2,0,38013.2711,3.4375,2
0,2,2,39408.1382,3.2,2
0,2,2,38013.2711,2.2,2
